Categories,Exercise,Exercise Instructions (step by step),Exercise Tips,Primary Activating Muscles,Secondary Activating Muscles,Equipment
Bodyweight,Abdominal Stretch ( Version2 )_female,"1. Sit on the floor with your knees bent and drawn towards your chest.
2. Place your hands on your knees keeping them set and lean your chest to your knees to stretch.
3. Hold the stretch in this position, allowing your back to round slightly and your head to relax forward.
4. After holding the stretch for the desired amount of time, release your arms and return to a neutral sitting position.","1. Keep your shoulders relaxed and avoid hunching them up towards your ears.
2. Breathe deeply and steadily throughout the stretch to help relax your muscles.
3. Perform the stretch slowly and avoid any sudden movements to prevent strain.",Abdominals (rectus abdominis),"Hip Flexors (iliopsoas), Lower Back (erector spinae)",None
Bodyweight,Abdominal Stretch_female,"1. Sit on the floor with your knees bent and drawn towards your chest.
2. Wrap your arms around your knees, hugging them tightly.
3. Hold the stretch in this position, allowing your back to round slightly and your head to relax forward.
4. After holding the stretch for the desired amount of time, release your arms and return to a neutral sitting position.","1. Keep your shoulders relaxed and avoid hunching them up towards your ears.
2. Breathe deeply and steadily throughout the stretch to help relax your muscles.
3. Perform the stretch slowly and avoid any sudden movements to prevent strain.",Abdominals (rectus abdominis),"Hip Flexors (iliopsoas), Lower Back (erector spinae)",None
Bodyweight,Above head chest stretch,"1. Stand with your feet shoulder-width apart and your back straight. Raise your arms overhead and clasp your hands together with elbows bent.
2. Keeping your hands clasped, bring your elbows backward to stretch.
3. Hold the stretch in this position, keeping your back straight and core engaged.
4. After holding the stretch for the desired amount of time, return to the starting position.","1. Keep your shoulders relaxed and avoid hunching them up towards your ears.
2. Breathe deeply and steadily throughout the stretch to help relax your muscles.
3. Maintain a straight back and engaged core to ensure proper form and maximize the stretch.","Chest (pectoralis major and minor), Shoulders (deltoids)",Upper Back (trapezius),None
Bodyweight,Above Head Chest Stretch_female,"1. Stand with your feet shoulder-width apart and your back straight. Raise your arms overhead and clasp your hands together with elbows bent.
2. Keeping your hands clasped, bring your elbows backward to stretch.
3. Hold the stretch in this position, keeping your back straight and core engaged.
4. After holding the stretch for the desired amount of time, return to the starting position.","1. Keep your shoulders relaxed and avoid hunching them up towards your ears.
2. Breathe deeply and steadily throughout the stretch to help relax your muscles.
3. Maintain a straight back and engaged core to ensure proper form and maximize the stretch.","Chest (pectoralis major and minor), Shoulders (deltoids)",Upper Back (trapezius),None
,Abs Snails,,,,,
,Abs Snails_Female,,,,,
Bodyweight,Across chest shoulder stretch,"1. Stand with your feet shoulder-width apart and your back straight. Raise one arm to shoulder height and bring it across your chest.
2. Use your opposite hand to grasp your upper arm and gently pull it towards your chest, stretching your shoulder.
3. Hold the stretch in this position.
4. Release your arm and repeat the movement on the other side.","1. Keep your shoulders relaxed and avoid hunching them up towards your ears.
2. Breathe deeply and steadily throughout the stretch to help relax your muscles.
3. Maintain a straight back and avoid twisting your torso to ensure proper form.",Shoulders (deltoids),"Upper Back (trapezius, rhomboids)",None
Bodyweight,Adductor dynamic stretch,"1. Lie on your back on a mat with both legs extended upwards.
2. Open your legs wide apart, stretching your inner thighs.
3. Bring your legs back together to the starting position.
4. Continue the movement in a dynamic manner, opening and closing your legs.","1. Keep your core engaged to maintain stability and control throughout the movement.
2. Perform the movement with controlled and smooth transitions to maximize the stretch and prevent injury.
3. Breathe steadily, exhaling as you open your legs and inhaling as you bring them back together.","Adductors (adductor longus, adductor brevis, adductor magnus)","Hip Flexors (iliopsoas), Quadriceps (quadriceps femoris)",None
Bodyweight,Adductor stretch,"1. Lie on your back on a mat with both legs extended upwards.
2. Open your legs wide apart, stretching your inner thighs.
3. Hold the stretch for 20-30 seconds, or as needed.","1. Keep your core engaged to maintain stability and control throughout the stretch.
2. Focus on maintaining a steady breathing pattern, inhaling deeply through your nose and exhaling through your mouth while holding the stretch.
3. Perform the stretch slowly and avoid any sudden movements to prevent strain.","Adductors (adductor longus, adductor brevis, adductor magnus)","Hip Flexors (iliopsoas), Quadriceps (quadriceps femoris)",None
Bodyweight,Adductor stretch side standing,"1. Stand tall with your back straight and feet shoulder-width apart while keeping your hands together in front of your chest.
2. Take a step to the left while keeping your right foot in place.
3. Bend the left knee unless your right thigh becomes parallel to the floor.
4. Hold for a few seconds, return to the initial position, and repeat.","1. Keep your core engaged to maintain balance and stability throughout the stretch.
2. Ensure your bent knee does not extend past your toes to avoid strain on your knee joint.
3. Perform the stretch slowly and avoid any sudden movements to prevent strain.","Adductors (adductor longus, adductor brevis, adductor magnus)","Quadriceps (quadriceps femoris), Glutes (gluteus maximus, gluteus medius)",None
Bodyweight,adductor stretch_female,"1. Lie on your back on a mat with both legs extended upwards.
2. Open your legs wide apart, stretching your inner thighs.
3. Hold the stretch for 20-30 seconds, or as needed.","1. Keep your core engaged to maintain stability and control throughout the stretch.
2. Focus on maintaining a steady breathing pattern, inhaling deeply through your nose and exhaling through your mouth while holding the stretch.
3. Perform the stretch slowly and avoid any sudden movements to prevent strain.","Adductors (adductor longus, adductor brevis, adductor magnus)","Hip Flexors (iliopsoas), Quadriceps (quadriceps femoris)",None
Bodyweight,Air Bike (VERSION 2)_female,"1. Lie on your back with your hands behind your head and your knees bent at a 90-degree angle.
2. Lift your shoulders off the floor, engaging your core.
3. Bring your right elbow towards your left knee while extending your right leg straight.
4. Switch sides, bringing your left elbow towards your right knee while extending your left leg straight. Continue alternating sides in a pedaling motion.","1. Keep your core engaged throughout the exercise to maximize muscle activation and protect your lower back.
2. Perform the movement slowly and with control, avoiding the use of momentum to maximize effectiveness.
3. Breathe steadily, exhaling as you twist and bring your elbow to your knee, and inhaling as you switch sides.","Abdominals (rectus abdominis), Obliques (external and internal obliques)","Hip Flexors (iliopsoas), Quadriceps (quadriceps femoris)",None
